movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0424,Battle Secret,Documentary,Mystery,,2004,56.0,TV-Y7,English,USA,0.9,,,,,False,2021-04-06,False
movie_0425,Storm Kingdom,TV Series,Adventure,,1994,53.0,NC-17,English,USA,,,,8.0,134.0,False,2023-01-09,False
movie_0426,Warrior King,Movie,Action,,2004,131.0,PG,French,USA,5.2,5821087.0,15559765.0,,,False,2024-03-17,False
movie_0427,A King,Movie,Western,,2023,59.0,PG-13,English,South Korea,7.2,20316482.0,209532686.0,,,False,2024-02-15,False
movie_0428,Empire King,Movie,Thriller,Adventure,2020,105.0,TV-Y7,English,Japan,6.9,33231719.0,65276378.0,,,True,2022-12-25,True
movie_0429,Kingdom City,TV Series,History,,1994,53.0,NC-17,English,USA,5.7,,,9.0,99.0,False,2020-10-22,False
movie_0430,Dragon Princess,Movie,Sci-Fi,Romance,1990,126.0,TV-Y,English,USA,5.2,300376.0,31428491.0,,,False,2021-03-02,True
movie_0431,A Adventure,Movie,History,,2003,97.0,R,English,USA,6.9,816637.0,21732153.0,,,False,2021-05-30,False
movie_0432,Love Journey,Limited Series,Animation,,2019,60.0,R,French,USA,6.7,,,,29.0,True,2021-04-26,False
movie_0433,Our City,Movie,Crime,,1999,113.0,TV-MA,English,France,6.5,,2627409.0,,,False,2024-07-19,True
movie_0434,Princess Battle,Movie,Fantasy,,2011,90.0,TV-Y,English,France,6.5,1346945.0,,,,False,2024-10-25,False
movie_0435,Mission Phoenix,Documentary,Family,Thriller,2009,101.0,TV-PG,English,Canada,6.2,,,,,False,2023-11-25,True
movie_0436,Story City,Documentary,History,,2012,98.0,NC-17,English,Germany,6.4,,,,,False,2025-01-29,False
movie_0437,Ice Secret,Movie,Animation,Drama,2016,93.0,TV-PG,English,USA,8.0,237105.0,,,,True,2023-02-19,False
movie_0438,Mission Fire,TV Series,Mystery,Animation,2007,40.0,NC-17,Korean,USA,0.7,,,12.0,138.0,False,2025-01-16,False
movie_0439,Little Kingdom,Movie,Documentary,,2023,99.0,TV-Y,English,USA,1.4,1745829.0,1894665.0,,,False,2023-08-08,False
movie_0440,Love War,Movie,Biography,Animation,2023,132.0,TV-G,Hindi,USA,7.4,8101114.0,18148075.0,,,True,2021-08-30,False
movie_0441,Day Legend,TV Series,Comedy,Thriller,1993,56.0,TV-G,Hindi,USA,4.0,,,8.0,199.0,False,2021-07-14,False
movie_0442,Dragon Storm,Stand-up Comedy,War,,1990,59.0,G,English,USA,6.6,,,,,True,2022-08-05,False
movie_0443,Battle Legend,Movie,Documentary,Thriller,2011,88.0,R,English,South Korea,6.5,1448215.0,7347430.0,,,False,2020-09-10,False
movie_0444,Dragon Mystery,TV Series,Romance,,2010,58.0,TV-Y,English,USA,7.8,,,3.0,129.0,False,2023-03-23,True
movie_0445,Secret Family,Movie,Thriller,Fantasy,1999,76.0,TV-Y7,English,UK,4.6,460104.0,11699392.0,,,False,2022-08-05,False
movie_0446,Queen Mission,TV Series,Adventure,,1994,50.0,PG,English,Canada,8.5,,,12.0,123.0,True,2024-09-21,True
movie_0447,House Night,Stand-up Comedy,History,,2005,31.0,G,Italian,Germany,4.7,,,,,False,2023-04-30,True
movie_0448,Story Hero,Movie,Comedy,,1993,101.0,TV-MA,English,USA,,3865797.0,5081496.0,,,True,2020-12-15,False
movie_0449,Night House,TV Series,Horror,Western,2003,16.0,TV-Y7,English,France,7.5,,,3.0,126.0,True,2024-12-04,False
movie_0450,A Quest,Stand-up Comedy,Action,,2005,57.0,NC-17,English,USA,10.0,,,,,False,2025-05-13,True
movie_0451,Family Legend,Movie,Family,Sport,2005,109.0,TV-MA,Japanese,Japan,6.8,2290910.0,,,,True,2024-11-16,False
movie_0452,Family Secret,Limited Series,Romance,,2024,56.0,TV-Y7,French,USA,,,,11.0,58.0,True,2023-12-23,False
movie_0453,Princess Dream,Movie,Adventure,,2007,92.0,TV-MA,English,Germany,9.2,3945580.0,366268007.0,,,False,2021-03-16,False
movie_0454,Princess Queen,Movie,Mystery,,1998,113.0,NC-17,Hindi,UK,6.6,357135.0,1413140.0,,,False,2022-07-31,False
movie_0455,Journey Quest,Movie,Fantasy,,2008,117.0,PG-13,English,France,,,49402926.0,,,False,2025-02-22,False
movie_0456,Ice Legend,Movie,War,,1979,104.0,PG-13,Hindi,USA,,,96016345.0,,,False,2025-07-18,False
movie_0457,The Day,TV Series,Drama,Family,1995,45.0,G,Hindi,USA,1.7,,,,97.0,False,2023-03-02,False
movie_0458,Secret Hero,TV Series,Action,,2018,57.0,R,English,USA,,,,6.0,173.0,True,2023-03-08,False
movie_0459,Ice Phoenix,Movie,War,,1997,98.0,TV-MA,English,USA,8.1,,2089087.0,,,True,2024-08-04,True
movie_0460,Family Journey,TV Series,Documentary,History,2013,24.0,TV-14,Italian,Japan,,,,9.0,66.0,False,2022-02-23,False
movie_0461,King Queen,Stand-up Comedy,Fantasy,,2003,61.0,TV-PG,Spanish,Canada,5.6,,,,,True,2024-05-07,False
movie_0462,Last Kingdom,TV Series,Drama,,2007,53.0,TV-PG,Spanish,USA,9.0,,,13.0,17.0,True,2023-05-23,False
movie_0463,Phoenix Day,TV Series,Comedy,,2007,28.0,TV-14,English,USA,8.3,,,13.0,166.0,False,2022-11-14,False
movie_0464,Old House,Limited Series,Sport,,1993,38.0,TV-Y,English,USA,4.9,,,6.0,176.0,False,2021-05-04,True
movie_0465,Battle Fire,Documentary,Romance,,2006,91.0,R,Korean,USA,7.4,,,,,False,2023-08-04,False
movie_0466,Ice Secret,Movie,Horror,,2011,132.0,G,English,USA,5.5,6517048.0,,,,False,2021-06-26,False
movie_0467,City Fire,Documentary,Sci-Fi,Fantasy,1996,68.0,NC-17,English,USA,7.1,,,,,False,2023-11-05,False
movie_0468,King Phoenix,TV Series,Action,Western,1992,27.0,TV-Y7,Spanish,USA,7.0,,,,117.0,False,2023-06-17,False
movie_0469,Hero Empire,Documentary,Crime,,2002,92.0,TV-Y,English,South Korea,,,,,,True,2020-12-27,False
movie_0470,Mystery House,Documentary,Biography,,1994,112.0,TV-Y,Italian,USA,5.7,,,,,False,2025-06-30,False
movie_0471,Our Journey,TV Series,Documentary,,2017,45.0,G,Italian,India,8.0,,,8.0,177.0,False,2023-11-19,False
movie_0472,Quest House,Movie,Action,,1995,113.0,TV-MA,English,USA,5.9,59076396.0,1149791.0,,,False,2021-09-05,False
movie_0473,Journey House,Movie,Animation,Drama,1998,95.0,NC-17,German,USA,5.5,1622983.0,,,,True,2021-11-01,False
movie_0474,Family Quest,TV Series,Drama,,2007,37.0,TV-Y7,English,Canada,7.0,,,14.0,21.0,True,2020-08-19,False
movie_0475,A Secret,Movie,Drama,,2014,112.0,PG,French,Germany,5.2,1942432.0,50827785.0,,,False,2022-10-20,False
movie_0476,Bright Storm,Limited Series,Action,Animation,2016,35.0,TV-G,Spanish,South Korea,,,,14.0,176.0,False,2024-09-11,False
movie_0477,Dragon War,TV Series,Mystery,Family,2003,524.0,NC-17,Spanish,USA,5.0,,,4.0,199.0,True,2024-05-09,False
movie_0478,House Storm,Movie,Comedy,Drama,2004,138.0,NC-17,English,Canada,3.2,,3733955.0,,,True,2022-09-01,False
movie_0479,Little House,TV Series,Biography,Family,2013,56.0,PG-13,Spanish,South Korea,6.8,,,8.0,94.0,False,2020-09-13,False
movie_0480,Princess Secret,Movie,History,Comedy,2013,118.0,TV-G,English,USA,5.1,25930822.0,32785848.0,,,False,2025-07-21,False
movie_0481,Ice Story,Movie,War,,2021,122.0,TV-Y7,English,UK,6.3,,9899916.0,,,False,2024-09-05,True
movie_0482,Love Battle,TV Series,History,,1997,32.0,TV-PG,English,USA,,,,3.0,120.0,True,2022-10-15,False
movie_0483,War Journey,Movie,Family,Thriller,2018,170.0,R,English,USA,4.0,1509950.0,9208234.0,,,False,2023-01-26,False
movie_0484,Secret King,Movie,Animation,Adventure,1994,90.0,TV-MA,Japanese,South Korea,4.8,360993.0,2993307.0,,,False,2020-08-24,False
movie_0485,Bright Queen,Movie,Drama,,1998,133.0,NC-17,French,USA,7.8,3337484.0,33861358.0,,,False,2023-11-06,False
movie_0486,Story Warrior,Movie,Sci-Fi,,1999,126.0,TV-14,English,South Korea,6.4,857249.0,816259.0,,,True,2023-01-04,False
movie_0487,Mystery Secret,Documentary,History,Biography,1999,75.0,TV-Y7,Korean,USA,6.6,,,,,False,2021-05-26,False
movie_0488,My Mystery,Movie,Thriller,,2013,111.0,NC-17,Hindi,Canada,,252254.0,161575.0,,,False,2023-07-16,False
movie_0489,New Dream,Movie,Sport,Thriller,2023,97.0,NC-17,English,USA,,29439846.0,2124537.0,,,False,2021-07-11,False
movie_0490,A Storm,Documentary,Sci-Fi,Romance,1996,118.0,TV-Y,Hindi,Canada,,,,,,False,2022-11-12,False
movie_0491,New Warrior,Documentary,Romance,,1999,80.0,PG,English,Japan,8.1,,,,,False,2025-06-18,True
movie_0492,Battle Love,TV Series,Documentary,Thriller,2009,54.0,NC-17,English,Canada,5.8,,,13.0,9.0,False,2021-09-14,False
movie_0493,Story Fire,Stand-up Comedy,War,,2023,34.0,TV-PG,English,UK,6.1,,,,,True,2024-04-16,False
movie_0494,Last Day,TV Series,Music,,2005,44.0,R,English,Germany,5.6,,,2.0,10.0,False,2023-07-17,False
movie_0495,City Legend,TV Series,War,Biography,1997,44.0,PG,English,USA,7.7,,,,64.0,True,2024-01-14,False
movie_0496,Last Mission,Stand-up Comedy,Action,,2002,65.0,NC-17,German,Japan,1.2,,,,,False,2023-01-07,True
movie_0497,Big Warrior,TV Series,Family,,1990,31.0,TV-G,English,USA,4.7,,,1.0,31.0,False,2025-07-13,True
movie_0498,Day Dragon,TV Series,Western,,2024,71.0,TV-G,English,USA,6.3,,,14.0,37.0,True,2021-03-04,False
movie_0499,Family Story,TV Series,Western,,1998,43.0,TV-Y7,English,USA,7.9,,,10.0,163.0,False,2023-10-01,False
movie_0500,My Journey,TV Series,Music,,1990,33.0,TV-PG,English,USA,3.9,,,13.0,199.0,True,2025-06-10,False
movie_0501,Hero Dragon,Movie,Comedy,War,1995,100.0,TV-Y,English,USA,9.0,16854758.0,2474372.0,,,True,2022-09-13,True
movie_0502,Love Legend,Stand-up Comedy,Sci-Fi,Crime,1993,51.0,TV-Y7,Spanish,USA,6.0,,,,,False,2024-02-16,False
movie_0503,An Dragon,TV Series,Horror,,1999,31.0,R,Japanese,USA,7.0,,,,80.0,False,2020-08-03,False
movie_0504,Princess Queen,TV Series,Animation,Adventure,2001,36.0,R,English,USA,8.4,,,11.0,8.0,False,2023-10-08,False
movie_0505,Phoenix Day,Movie,Western,,1994,117.0,TV-14,Korean,USA,8.5,994027.0,12250323.0,,,False,2023-07-08,False
movie_0506,Love Dream,TV Series,Drama,,1997,73.0,TV-PG,French,USA,7.4,,,3.0,73.0,False,2024-03-12,False
movie_0507,Old Empire,Movie,Thriller,,1991,118.0,PG-13,Spanish,USA,4.9,5168542.0,23957389.0,,,False,2025-06-14,True
movie_0508,Last Hero,Movie,Adventure,Crime,1956,123.0,PG,English,Canada,8.1,1074818.0,32843910.0,,,False,2023-10-13,False
movie_0509,Queen House,Movie,Western,Fantasy,1996,112.0,PG,English,USA,6.1,4019610.0,,,,False,2025-05-23,False
movie_0510,Queen Kingdom,Movie,History,,2015,100.0,PG,Japanese,USA,0.7,,,,,True,2020-12-23,True
movie_0511,Dragon Princess,Movie,Music,,2018,92.0,G,Spanish,South Korea,5.2,1893934.0,1115568.0,,,False,2022-06-04,False
movie_0512,An Princess,Stand-up Comedy,Romance,,2017,93.0,NC-17,English,USA,0.7,,,,,True,2021-12-02,False
movie_0513,Night Dragon,Movie,Drama,,2008,117.0,TV-G,English,South Korea,8.1,1958252.0,3878800.0,,,True,2023-03-03,False
movie_0514,Love Love,Movie,Animation,Horror,2003,89.0,TV-Y,French,USA,5.4,,221786.0,,,True,2021-09-08,False
movie_0515,Secret House,TV Series,Sci-Fi,,2006,30.0,TV-G,English,Canada,,,,11.0,58.0,False,2021-03-22,False
movie_0516,Dragon Storm,Documentary,Action,Comedy,2020,78.0,TV-14,English,Canada,4.9,,,,,True,2024-08-17,False
movie_0517,Storm Legend,TV Series,War,,1998,48.0,TV-MA,English,Japan,6.0,,,9.0,85.0,False,2021-07-21,False
movie_0518,A Quest,Movie,Horror,,2002,89.0,G,Spanish,USA,8.3,,2839053.0,,,False,2025-01-09,False
movie_0519,Quest House,Documentary,Fantasy,Drama,2020,98.0,TV-PG,English,USA,5.9,,,,,False,2025-06-11,False
movie_0520,Big Queen,TV Series,Biography,,1992,28.0,PG-13,English,Germany,6.5,,,5.0,9.0,False,2023-05-25,False
movie_0521,Quest House,Movie,Crime,Mystery,2017,114.0,TV-14,French,USA,5.6,2053432.0,254166195.0,,,False,2024-07-31,False
movie_0522,Big Warrior,Documentary,Romance,,2018,62.0,TV-G,Hindi,Germany,8.1,,,,,True,2022-08-31,False
movie_0523,Mystery War,Movie,Fantasy,,1981,159.0,G,Italian,South Korea,6.9,5347853.0,30379004.0,,,False,2023-12-08,False
movie_0524,Kingdom City,Movie,Crime,,2019,105.0,TV-PG,English,Germany,4.3,8179501.0,,,,False,2023-02-07,False
movie_0525,Night Warrior,Movie,Animation,Horror,2006,69.0,TV-PG,English,USA,5.1,28195264.0,,,,False,2022-05-10,False
movie_0526,Journey Warrior,Stand-up Comedy,Drama,Drama,2000,61.0,TV-14,English,Canada,,,,,,False,2023-02-20,False
movie_0527,Hero Story,Movie,Crime,,1993,95.0,TV-Y7,English,South Korea,,9430381.0,345877.0,,,False,2025-01-22,False
movie_0528,Queen Empire,Movie,Biography,,1995,91.0,TV-G,French,USA,1.3,5268267.0,98546720.0,,,True,2020-08-20,True
movie_0529,Legend Warrior,Movie,Music,,1996,62.0,PG,Korean,USA,7.5,,4201576.0,,,False,2024-04-17,False
movie_0530,Night Legend,Documentary,Romance,,2015,91.0,TV-MA,Japanese,USA,5.3,,,,,True,2025-04-22,False
movie_0531,Last Night,Movie,Western,Biography,2000,106.0,PG,English,Japan,10.0,,136292673.0,,,False,2025-04-01,False
movie_0532,First Phoenix,TV Series,Adventure,Thriller,1998,36.0,TV-14,English,USA,,,,13.0,15.0,False,2025-04-11,False
movie_0533,First Ice,Stand-up Comedy,Thriller,,2007,61.0,TV-14,English,USA,6.0,,,,,False,2025-01-11,True
movie_0534,Big Family,TV Series,War,Sport,1991,14.0,PG-13,English,USA,7.9,,,8.0,36.0,False,2022-08-26,True
movie_0535,Last Phoenix,TV Series,Romance,Thriller,1993,71.0,R,Hindi,Canada,4.8,,,12.0,126.0,True,2021-11-21,True
movie_0536,Bright Hero,TV Series,Western,,1992,36.0,TV-14,Japanese,USA,,,,1.0,76.0,False,2023-08-28,False
movie_0537,New Story,Movie,Horror,,1998,67.0,PG-13,Italian,UK,5.6,3291844.0,9314738.0,,,True,2022-08-16,True
movie_0538,Storm Dream,Movie,Thriller,,2002,80.0,NC-17,Spanish,France,4.9,13375163.0,,,,False,2022-10-21,True
movie_0539,Queen Queen,Movie,Family,,2021,106.0,TV-Y,English,USA,6.2,,5088419.0,,,True,2021-03-18,False
movie_0540,Warrior Story,Documentary,Music,Mystery,2004,86.0,TV-MA,Italian,USA,7.7,,,,,True,2020-09-03,False
movie_0541,Princess Love,Documentary,Adventure,,2024,76.0,TV-G,Japanese,USA,4.8,,,,,False,2021-02-28,False
movie_0542,Storm Empire,Documentary,Horror,,2004,82.0,TV-Y,English,USA,4.9,,,,,True,2022-09-29,False
movie_0543,War Adventure,TV Series,War,Fantasy,2003,24.0,G,English,Germany,4.8,,,3.0,170.0,False,2024-08-24,False
movie_0544,Hero Quest,Movie,Comedy,Music,1990,70.0,TV-PG,English,Germany,5.9,1855152.0,,,,False,2022-10-26,False
movie_0545,Little Mission,Documentary,Western,,1998,90.0,G,Spanish,USA,8.6,,,,,True,2022-02-22,False
movie_0546,New Queen,Movie,Adventure,Sport,2011,100.0,G,Korean,Canada,5.2,27001846.0,1247942.0,,,False,2024-04-18,False
movie_0547,Fire Mission,TV Series,History,,2011,55.0,PG,Italian,South Korea,4.6,,,8.0,41.0,True,2025-07-30,False
movie_0548,Story Hero,Documentary,Comedy,Adventure,1990,92.0,R,English,Germany,,,,,,False,2024-04-13,False
movie_0549,A Adventure,Movie,Crime,Western,1995,130.0,TV-PG,English,USA,,116133750.0,,,,False,2021-10-04,True
movie_0550,Dark Ice,Movie,War,,2001,59.0,PG-13,Spanish,USA,6.2,1930583.0,,,,False,2023-11-03,False
movie_0551,Warrior Quest,Movie,Mystery,Romance,2012,109.0,R,English,USA,,1558696.0,4818745.0,,,False,2023-09-08,False
movie_0552,A Mission,Documentary,Romance,,2017,88.0,TV-14,English,UK,,,,,,True,2025-01-17,True
movie_0553,Mystery City,Documentary,Music,,2010,93.0,NC-17,English,Germany,6.0,,,,,True,2024-06-22,False
movie_0554,Fire Queen,Documentary,History,,2009,84.0,NC-17,German,Canada,7.8,,,,,False,2021-11-28,False
movie_0555,Ice Phoenix,TV Series,Comedy,Sci-Fi,2011,22.0,R,English,Germany,3.0,,,,141.0,False,2025-04-06,True
movie_0556,Empire Princess,Documentary,Animation,,2001,108.0,TV-Y,English,USA,6.8,,,,,False,2023-09-10,False
movie_0557,Queen Hero,Movie,Sport,,2020,147.0,TV-G,English,USA,7.8,13882650.0,1054653607.0,,,False,2022-03-09,False
movie_0558,Last Phoenix,TV Series,Music,,2011,28.0,NC-17,Spanish,USA,5.6,,,2.0,185.0,False,2020-08-13,False
movie_0559,Mystery Dragon,Documentary,Romance,,2001,73.0,TV-Y7,English,South Korea,,,,,,True,2021-07-05,False
movie_0560,Ice Queen,Stand-up Comedy,Adventure,,1997,51.0,TV-Y,English,Germany,,,,,,False,2025-04-19,False
movie_0561,Quest Secret,TV Series,Western,Crime,1990,54.0,R,English,UK,3.8,,,5.0,38.0,False,2023-03-05,False
movie_0562,Legend Queen,Movie,Action,,2006,137.0,G,English,Germany,,8709831.0,1267443.0,,,False,2024-06-18,False
movie_0563,Ice Secret,Movie,Sport,,1995,121.0,R,English,USA,7.0,14078805.0,,,,False,2024-10-08,False
movie_0564,Mystery Mystery,TV Series,Documentary,,2006,6.0,NC-17,English,USA,,,,,177.0,False,2024-04-18,False
movie_0565,Dragon Family,Stand-up Comedy,Music,,2005,54.0,G,English,USA,6.9,,,,,False,2021-07-18,False
movie_0566,A City,Movie,History,Mystery,2022,110.0,TV-Y,Hindi,USA,7.2,,124803650.0,,,False,2024-10-11,False
movie_0567,Journey Kingdom,TV Series,Fantasy,,1993,50.0,PG,English,USA,5.6,,,13.0,167.0,True,2025-01-15,True
movie_0568,Dark Legend,Movie,Sci-Fi,,1956,125.0,TV-Y7,English,Canada,6.2,1464928.0,7568167.0,,,False,2025-03-22,False
movie_0569,Legend King,Documentary,War,,1990,59.0,TV-14,English,USA,6.3,,,,,False,2022-04-12,True
movie_0570,Mission Storm,Stand-up Comedy,Sci-Fi,War,1999,87.0,TV-G,German,USA,5.8,,,,,False,2023-08-31,False
movie_0571,City Princess,Documentary,Family,History,2011,73.0,TV-MA,Japanese,South Korea,4.4,,,,,True,2024-11-04,False
movie_0572,Dream Secret,TV Series,Documentary,Sci-Fi,2024,33.0,PG-13,English,UK,4.5,,,8.0,105.0,False,2021-06-08,False
movie_0573,Fire Kingdom,Limited Series,Action,History,2020,34.0,PG,Spanish,Germany,6.9,,,3.0,35.0,False,2021-08-28,False
movie_0574,Journey Princess,Limited Series,Comedy,Drama,2012,57.0,PG,Spanish,USA,5.3,,,6.0,10.0,False,2024-08-14,True
movie_0575,City Quest,Documentary,Drama,,2021,86.0,NC-17,Spanish,South Korea,1.4,,,,,False,2024-10-22,False
movie_0576,Love Kingdom,Movie,Crime,,2001,104.0,G,Hindi,France,7.1,5073775.0,,,,False,2024-09-13,False
movie_0577,Family House,TV Series,Action,,2003,53.0,TV-PG,Japanese,Japan,8.6,,,7.0,74.0,True,2023-10-22,False
movie_0578,Little Phoenix,TV Series,Sport,Horror,2000,55.0,PG-13,Hindi,USA,6.6,,,3.0,29.0,False,2023-06-19,False
movie_0579,Last Story,Movie,Documentary,,1978,349.0,G,English,South Korea,7.0,5312135.0,69251153.0,,,False,2024-02-05,False
movie_0580,Last Love,Stand-up Comedy,Crime,,2014,74.0,PG,English,South Korea,6.2,,,,,True,2022-01-19,False
movie_0581,Ice Kingdom,Documentary,Sci-Fi,War,2016,111.0,TV-Y,English,USA,2.7,,,,,False,2023-07-19,True
movie_0582,My Queen,TV Series,Sci-Fi,,1990,62.0,TV-Y,English,USA,7.4,,,,192.0,False,2020-11-19,False
movie_0583,Hero Ice,Movie,Comedy,,1999,101.0,PG,English,USA,6.8,3951401.0,32741225.0,,,False,2023-07-24,False
movie_0584,Family Storm,Documentary,Romance,,2006,89.0,TV-Y,English,USA,3.8,,,,,False,2023-10-31,True
movie_0585,Quest Battle,TV Series,Comedy,,2023,59.0,G,Spanish,USA,,,,6.0,101.0,False,2020-11-25,False
movie_0586,A Adventure,Documentary,Drama,Documentary,2021,99.0,R,English,USA,4.4,,,,,True,2021-10-26,False
movie_0587,A Quest,Stand-up Comedy,Family,,2020,51.0,R,English,India,5.9,,,,,False,2022-05-14,False
movie_0588,Queen Queen,Movie,Sci-Fi,,1997,122.0,TV-Y,English,India,2.5,447581.0,391734641.0,,,False,2023-09-15,False
movie_0589,Family Adventure,Limited Series,Mystery,,2011,332.0,TV-Y,Korean,USA,7.3,,,3.0,79.0,True,2021-08-11,False
movie_0590,Secret City,Documentary,War,,2012,104.0,NC-17,English,India,5.4,,,,,False,2022-12-15,True
movie_0591,City Empire,Limited Series,Mystery,Sci-Fi,1995,94.0,TV-Y,German,USA,,,,6.0,77.0,False,2024-08-01,False
movie_0592,King Adventure,Movie,Drama,,2018,117.0,TV-G,Italian,USA,6.2,37983685.0,7744943.0,,,False,2025-03-12,False
movie_0593,Queen Dragon,Documentary,Family,Family,2001,72.0,TV-14,Spanish,Germany,,,,,,True,2022-04-24,False
movie_0594,Journey Day,Movie,Drama,,2003,153.0,PG-13,French,Canada,6.6,1442937.0,23502658.0,,,True,2024-11-16,True
movie_0595,An Empire,TV Series,Animation,,1998,28.0,PG-13,English,France,8.3,,,8.0,104.0,True,2022-06-30,False
movie_0596,Phoenix Adventure,Limited Series,Documentary,,1993,33.0,TV-G,English,USA,7.5,,,4.0,12.0,False,2020-11-12,False
movie_0597,War Journey,Stand-up Comedy,Comedy,History,1996,77.0,TV-MA,English,USA,3.6,,,,,False,2021-12-24,False
movie_0598,Queen Quest,Movie,Biography,,1995,166.0,TV-PG,English,India,6.9,719932.0,,,,False,2022-10-11,False
movie_0599,Quest War,Documentary,Thriller,,1994,89.0,TV-14,English,USA,4.9,,,,,False,2022-02-26,False
movie_0600,Big Adventure,TV Series,History,Fantasy,1992,40.0,TV-Y,Korean,South Korea,,,,14.0,173.0,False,2022-12-08,False
movie_0601,Secret Mission,Documentary,Horror,,2016,99.0,G,Japanese,Germany,6.5,,,,,False,2021-01-20,False
movie_0602,Queen Family,Movie,Mystery,Sci-Fi,2012,70.0,TV-14,Japanese,Japan,,,3500926.0,,,True,2020-12-15,False
movie_0603,Last Kingdom,Movie,War,Crime,1996,113.0,TV-14,English,USA,6.6,,,,,False,2024-06-23,False
movie_0604,Empire War,TV Series,Western,,2019,42.0,TV-MA,English,USA,5.4,,,14.0,112.0,False,2021-08-22,True
movie_0605,An War,Movie,Romance,War,2014,138.0,PG,English,South Korea,5.6,3696939.0,158596540.0,,,True,2024-09-07,False
movie_0606,Legend Fire,Movie,Comedy,Animation,1993,96.0,NC-17,English,UK,9.3,,13896745.0,,,False,2024-04-25,False
movie_0607,The War,Documentary,Romance,,2002,86.0,TV-Y7,English,USA,7.6,,,,,True,2024-06-15,False
movie_0608,King Warrior,TV Series,Western,,1991,6.0,G,English,India,5.1,,,9.0,99.0,False,2023-06-05,False
movie_0609,Old Family,Limited Series,Action,War,2018,43.0,TV-G,Spanish,South Korea,,,,5.0,182.0,False,2024-10-14,False
movie_0610,Princess Legend,Documentary,Thriller,,2004,43.0,TV-Y7,French,Japan,4.4,,,,,False,2022-10-08,True
movie_0611,Big Adventure,Movie,Documentary,Fantasy,2017,126.0,TV-Y7,English,USA,1.3,2250753.0,170972649.0,,,False,2023-07-31,False
movie_0612,Kingdom Empire,Movie,Music,Mystery,2009,66.0,TV-Y,English,USA,5.4,2775406.0,18385689.0,,,True,2021-12-19,True
movie_0613,Princess Day,Limited Series,Sci-Fi,Crime,1993,30.0,TV-Y7,English,USA,4.6,,,8.0,19.0,False,2024-12-27,False
movie_0614,Day Day,Movie,Comedy,,2019,108.0,TV-G,English,Japan,4.6,1559466.0,,,,False,2024-11-20,False
movie_0615,An Fire,Movie,Crime,,2016,136.0,PG,English,Japan,5.1,1121652.0,130558068.0,,,True,2022-02-02,True
movie_0616,First Ice,Documentary,Adventure,,2007,96.0,G,English,South Korea,7.1,,,,,False,2022-12-06,False
movie_0617,Quest War,Movie,War,War,2023,146.0,PG,English,Germany,7.1,77455401.0,7924508.0,,,False,2024-06-27,False
movie_0618,First Kingdom,TV Series,War,Romance,2014,58.0,NC-17,English,South Korea,,,,1.0,152.0,False,2024-05-30,False
movie_0619,My Story,Documentary,Crime,Adventure,2014,570.0,TV-G,Japanese,UK,4.8,,,,,True,2021-03-03,True
movie_0620,Dark Secret,Movie,Animation,,1997,111.0,TV-Y7,English,USA,7.9,5640579.0,96414255.0,,,True,2020-10-28,False
movie_0621,Battle War,TV Series,History,Horror,2023,53.0,PG,Hindi,USA,7.0,,,5.0,95.0,True,2022-06-05,False
movie_0622,An Journey,Movie,Western,Comedy,2005,130.0,R,Italian,South Korea,3.4,5596184.0,43187317.0,,,True,2020-08-06,False
movie_0623,Family Day,Stand-up Comedy,Family,,2013,54.0,PG,English,USA,9.3,,,,,False,2023-08-08,False
movie_0624,Mystery Mystery,Movie,Romance,Sport,2015,101.0,G,English,USA,5.7,5694534.0,169216899.0,,,True,2021-03-11,False
movie_0625,Day Night,Movie,Documentary,,2003,105.0,TV-Y,English,USA,,,,,,False,2021-10-13,False
movie_0626,Journey Mystery,Movie,Western,,2009,21.0,NC-17,English,South Korea,5.3,350706.0,146051.0,,,False,2025-03-18,False
movie_0627,Love Legend,Movie,Western,,2018,121.0,NC-17,English,Germany,6.5,2533936.0,45685991.0,,,False,2024-12-29,False
movie_0628,Phoenix Story,TV Series,Music,,2010,45.0,TV-14,English,Canada,8.0,,,13.0,170.0,False,2024-04-11,False
movie_0629,Adventure Secret,Documentary,Adventure,,1999,104.0,TV-MA,Japanese,USA,8.2,,,,,True,2023-11-14,False
movie_0630,War Secret,Documentary,Sport,War,2024,56.0,TV-G,Japanese,USA,,,,,,True,2024-04-15,False
movie_0631,Warrior Kingdom,Movie,War,War,2003,81.0,TV-PG,English,South Korea,4.8,19341025.0,120445111.0,,,False,2022-11-26,False
movie_0632,Day Dragon,Movie,Adventure,,2004,89.0,G,French,Germany,6.4,220840.0,,,,True,2020-11-20,False
movie_0633,Warrior Ice,TV Series,Biography,History,2000,43.0,TV-G,English,USA,6.6,,,6.0,29.0,True,2020-09-15,False
movie_0634,War Phoenix,Stand-up Comedy,Action,,1997,74.0,TV-MA,English,Germany,8.0,,,,,False,2022-04-20,True
movie_0635,Dream Family,TV Series,Comedy,,1995,30.0,TV-Y7,French,South Korea,4.8,,,,172.0,False,2023-05-29,False
movie_0636,Last Mission,Stand-up Comedy,Music,,2009,51.0,TV-MA,English,USA,,,,,,True,2023-01-23,False
