search_id,user_id,search_query,search_date,results_returned,clicked_result_position,device_type,search_duration_seconds,had_typo,used_filters,location_country
search_013226,user_09811,stand up comedy,2025-08-25,40,,Mobile,6.7,False,False,USA
search_013227,user_03331,romantic comedies,2025-01-07,19,1,Smart TV,20.0,False,True,USA
search_013228,user_06201,award winning documentaries,2025-04-22,14,,Mobile,10.4,False,False,USA
search_013229,user_04366,korean drama,2024-02-05,39,6,Laptop,36.2,False,False,Canada
search_013230,user_07044,music documentaries,2024-04-28,100,,Tablet,19.4,False,True,USA
search_013231,user_03962,music documentaries,2025-11-30,11,4,Smart TV,29.7,False,True,USA
search_013232,user_01225,drama series,2024-07-13,85,,Tablet,16.9,False,True,USA
search_013233,user_00099,true crime,2024-10-15,95,4,Smart TV,33.6,False,False,USA
search_013234,user_02363,trending now,2025-09-04,25,5,Smart TV,5.4,False,True,USA
search_013235,user_07374,romantic comedies,2024-02-23,0,,Laptop,7.2,False,False,USA
search_013236,user_08684,new releases,2025-10-27,31,,Tablet,24.7,False,False,USA
search_013237,user_04997,drama series,2024-09-18,49,,Tablet,,False,False,Canada
search_013238,user_01146,movies based on true stories,2024-05-25,38,,Tablet,51.5,False,False,USA
search_013239,user_01612,family movies,2024-03-18,48,2,Tablet,13.6,False,False,Canada
search_013240,user_04806,cooking shows,2025-10-17,29,3,Smart TV,25.7,True,True,USA
search_013241,user_05116,thriller series,2025-01-05,77,,Laptop,2.8,False,False,USA
search_013242,user_06956,cooking shows,2024-03-25,68,,Smart TV,9.2,False,False,USA
search_013243,user_01044,travel documentaries,2024-09-25,83,,Laptop,5.2,False,False,USA
search_013244,user_01565,comedy shows,2025-03-29,54,1,Tablet,41.8,False,False,USA
search_013245,user_02255,biographies,2025-09-15,60,3,Laptop,9.2,False,True,USA
search_013246,user_02443,war movies,2024-11-25,95,,Tablet,52.0,True,False,USA
search_013247,user_08995,romantic comedies,2024-02-10,36,,Mobile,16.3,False,True,Canada
search_013248,user_02181,drama series,2024-04-24,84,,Smart TV,6.4,True,True,Canada
search_013249,user_01580,award winning documentaries,2025-06-06,74,9,Mobile,18.8,False,True,Canada
search_013250,user_00136,biographies,2025-06-10,3,,Tablet,40.7,False,True,Canada
search_013251,user_08669,family movies,2024-11-04,61,8,Mobile,40.2,False,False,USA
search_013252,user_06102,family movies,2024-02-18,77,1,Laptop,36.1,False,False,USA
search_013253,user_00572,biographies,2024-08-11,80,5,Mobile,34.2,True,False,USA
search_013254,user_04337,action movies,2025-12-13,77,,Tablet,31.7,False,False,USA
search_013255,user_08179,sci-fi,2024-08-20,38,,Smart TV,7.8,False,False,USA
search_013256,user_09081,christmas movies,2025-03-16,68,6,Mobile,78.6,False,True,USA
search_013257,user_09026,superhero movies,2025-05-05,67,1,Smart TV,10.4,False,True,USA
search_013258,user_09151,thriller series,2024-08-02,18,,Laptop,31.1,False,False,USA
search_013259,user_04040,award winning documentaries,2025-02-02,53,,Laptop,18.3,True,False,USA
search_013260,user_05404,halloween movies,2024-08-19,33,2,Tablet,33.0,True,True,Canada
search_013261,user_08540,action movies,2024-12-01,80,,Mobile,32.9,False,False,USA
search_013262,user_05791,stand up comedy,2025-04-12,26,3,Tablet,50.9,False,True,USA
search_013263,user_09529,christmas movies,2025-07-17,19,,Laptop,11.2,False,False,USA
search_013264,user_06450,comedy shows,2024-05-13,98,6,Tablet,15.6,True,False,USA
search_013265,user_05706,animated shows,2025-10-10,52,,Laptop,54.3,False,False,USA
search_013266,user_08767,family movies,2025-02-11,68,3,Laptop,33.9,False,False,USA
search_013267,user_09496,sci-fi,2025-01-07,29,5,Mobile,19.2,False,False,USA
search_013268,user_02580,movies like stranger things,2025-07-29,100,6,Mobile,21.5,False,False,USA
search_013269,user_09937,documentaries,2024-04-14,9,9,Smart TV,1.9,True,True,USA
search_013270,user_01390,best movies 2024,2024-01-03,57,9,Smart TV,,False,False,USA
search_013271,user_04685,travel documentaries,2024-04-22,1,,Tablet,18.8,False,True,USA
search_013272,user_09230,shows with strong female leads,2024-04-25,71,,Tablet,34.7,False,True,USA
search_013273,user_05501,korean drama,2024-07-31,80,1,Mobile,35.8,False,False,Canada
search_013274,user_07980,action movies,2024-12-03,3,2,Laptop,22.1,False,False,Canada
search_013275,user_09690,romantic comedies,2025-11-04,100,,Smart TV,11.2,False,False,USA
search_013276,user_05578,movies like stranger things,2025-03-26,3,,Laptop,18.5,False,False,Canada
search_013277,user_07465,animated shows,2025-06-07,95,,Tablet,10.3,False,True,USA
search_013278,user_06181,new releases,2024-05-07,42,,Tablet,8.4,False,False,USA
search_013279,user_09222,true crime,2024-12-17,18,10,Mobile,24.9,False,False,USA
search_013280,user_09244,movies based on true stories,2025-09-17,73,,Laptop,29.1,False,False,USA
search_013281,user_09968,series with only one season,2025-02-28,69,10,Laptop,41.5,True,True,USA
search_013282,user_02083,horror movies,2024-03-05,99,10,Smart TV,17.8,False,False,Canada
search_013283,user_06708,biographies,2024-05-02,100,,Laptop,14.1,False,False,USA
search_013284,user_03028,family movies,2024-11-11,64,5,Mobile,13.2,False,True,Canada
search_013285,user_04495,thriller series,2025-10-17,9,,Laptop,37.2,False,False,USA
search_013286,user_09942,biographies,2024-07-16,86,,Laptop,24.8,False,False,USA
search_013287,user_09782,family movies,2024-09-29,53,1,Mobile,17.4,False,True,Canada
search_013288,user_00948,war movies,2025-09-03,87,,Laptop,12.3,False,False,USA
search_013289,user_09157,action movies,2024-08-27,53,,Mobile,13.8,False,False,USA
search_013290,user_04580,travel documentaries,2025-11-06,23,4,Smart TV,9.4,False,True,USA
search_013291,user_05497,trending now,2024-03-10,58,3,Mobile,57.0,False,False,USA
search_013292,user_07718,drama series,2025-02-25,85,7,Smart TV,,False,False,Canada
search_013293,user_06517,animated shows,2025-08-20,24,,Mobile,16.3,False,False,Canada
search_013294,user_09774,true crime,2025-09-02,35,8,Laptop,,True,False,USA
search_013295,user_06010,superhero movies,2025-08-22,11,,Laptop,,False,False,USA
search_013296,user_02804,biographies,2025-06-01,59,,Smart TV,14.3,False,False,USA
search_013297,user_04725,christmas movies,2024-07-11,86,8,Laptop,63.0,False,False,USA
search_013298,user_02197,classic movies,2024-08-23,22,10,Laptop,7.6,False,True,Canada
search_013299,user_02308,thriller series,2024-08-14,65,10,Tablet,10.4,False,False,USA
search_013300,user_00979,christmas movies,2024-11-25,14,,Tablet,19.4,False,False,USA
search_013301,user_05175,horror movies,2025-09-14,46,,Mobile,9.5,False,False,USA
search_013302,user_02486,comedy shows,2024-01-30,27,8,Mobile,24.8,True,False,USA
search_013303,user_05735,stand up comedy,2024-02-22,57,1,Laptop,15.8,False,False,Canada
search_013304,user_01329,comedy shows,2025-02-16,100,10,Mobile,26.5,False,False,Canada
search_013305,user_03940,true crime,2024-10-30,42,5,Laptop,15.6,False,False,USA
search_013306,user_01270,trending now,2025-07-24,32,5,Tablet,38.1,False,False,USA
search_013307,user_04268,christmas movies,2024-04-26,88,,Smart TV,24.3,False,False,USA
search_013308,user_03188,family movies,2024-08-17,80,7,Mobile,20.1,False,False,Canada
search_013309,user_07117,music documentaries,2024-01-15,97,,Laptop,31.7,False,False,Canada
search_013310,user_06228,sci-fi,2024-09-22,84,,Smart TV,20.0,False,True,USA
search_013311,user_04460,biographies,2024-09-12,68,,Mobile,28.1,True,False,USA
search_013312,user_09884,netflix originals,2024-11-02,94,3,Smart TV,20.0,False,False,USA
search_013313,user_08758,netflix originals,2024-01-02,63,4,Tablet,3.3,False,False,USA
search_013314,user_03461,cooking shows,2025-05-07,23,,Tablet,3.3,False,False,USA
search_013315,user_05000,shows with strong female leads,2024-04-27,44,8,Smart TV,37.9,True,False,Canada
search_013316,user_08021,true crime,2024-08-22,6,10,Tablet,35.8,True,False,USA
search_013317,user_03137,korean drama,2024-07-01,91,,Laptop,14.1,False,False,USA
search_013318,user_05809,romantic comedies,2025-09-18,84,10,Laptop,,False,False,Canada
search_013319,user_05426,new releases,2025-08-26,27,,Mobile,,False,False,Canada
search_013320,user_06131,netflix originals,2024-05-20,9,4,Laptop,10.4,False,True,Canada
search_013321,user_00601,romantic comedies,2025-01-24,18,7,Laptop,,False,False,USA
search_013322,user_02999,documentaries,2025-06-11,29,10,Mobile,19.1,False,False,USA
search_013323,user_08415,cooking shows,2025-08-30,44,,Tablet,16.9,False,False,Canada
search_013324,user_07335,romantic comedies,2025-11-13,29,,Mobile,16.4,True,False,USA
search_013325,user_01422,documentaries,2024-07-03,42,,Laptop,,False,False,USA
search_013326,user_06595,travel documentaries,2024-06-27,16,,Laptop,9.4,False,False,USA
search_013327,user_07679,christmas movies,2025-12-17,7,,Mobile,,False,True,USA
search_013328,user_09628,horror movies,2025-05-09,54,10,Mobile,34.3,False,False,Canada
search_013329,user_08714,classic movies,2025-01-05,11,7,Tablet,13.8,True,False,USA
search_013330,user_09159,trending now,2025-11-27,3,1,Smart TV,10.6,False,False,USA
search_013331,user_03294,biographies,2024-03-15,52,,Tablet,18.5,False,False,USA
search_013332,user_04584,stand up comedy,2024-07-18,9,,Smart TV,8.6,False,False,USA
search_013333,user_06002,horror movies,2025-03-15,65,3,Mobile,10.8,False,False,USA
search_013334,user_00836,true crime,2024-06-14,2,5,Tablet,,False,False,USA
search_013335,user_01917,thriller series,2025-05-26,37,1,Smart TV,12.1,False,False,USA
search_013336,user_08753,shows with strong female leads,2024-05-29,2,1,Laptop,15.0,False,False,Canada
search_013337,user_09820,romantic comedies,2024-01-15,42,1,Tablet,28.5,False,True,Canada
search_013338,user_05152,action movies,2024-06-14,42,,Laptop,37.7,False,False,USA
search_013339,user_09422,new releases,2025-03-26,38,4,Laptop,21.9,False,True,USA
search_013340,user_05321,movies based on true stories,2025-04-15,36,2,Tablet,8.7,True,False,Canada
search_013341,user_05343,cooking shows,2024-10-01,0,,Smart TV,17.6,False,True,USA
search_013342,user_04038,new releases,2024-04-13,49,5,Smart TV,44.8,False,True,USA
search_013343,user_03601,korean drama,2024-12-10,51,,Mobile,20.1,False,False,Canada
search_013344,user_02450,horror movies,2025-06-17,70,3,Smart TV,23.8,False,False,USA
search_013345,user_02528,christmas movies,2025-07-16,40,8,Mobile,16.9,False,False,Canada
search_013346,user_04025,cooking shows,2025-01-02,78,,Mobile,1.8,False,False,USA
search_013347,user_01587,christmas movies,2025-10-02,7,9,Laptop,10.3,True,True,USA
search_013348,user_01839,comedy shows,2025-03-28,13,,Mobile,36.9,True,True,Canada
search_013349,user_02348,christmas movies,2024-05-15,53,2,Tablet,32.9,False,False,USA
search_013350,user_07799,stand up comedy,2024-03-18,24,,Mobile,16.6,False,False,USA
search_013351,user_07224,halloween movies,2024-01-10,5,,Tablet,46.8,False,False,Canada
search_013352,user_00986,music documentaries,2025-09-07,37,,Tablet,48.6,True,False,Canada
search_013353,user_09953,classic movies,2025-03-26,84,8,Mobile,15.5,False,True,USA
search_013354,user_04557,netflix originals,2024-11-12,17,10,Laptop,3.2,False,False,USA
search_013355,user_05712,true crime,2024-09-14,53,,Smart TV,34.6,False,False,USA
search_013356,user_07470,true crime,2024-09-28,99,,Smart TV,54.1,False,True,Canada
search_013357,user_08542,classic movies,2025-07-30,27,3,Tablet,4.0,False,False,USA
search_013358,user_03768,action movies,2025-06-26,87,,Mobile,7.2,True,True,USA
search_013359,user_07683,christmas movies,2024-05-04,91,,Tablet,7.0,False,True,USA
search_013360,user_09534,classic movies,2025-06-22,38,9,Laptop,25.4,False,False,USA
search_013361,user_04278,thriller series,2025-05-21,81,7,Laptop,18.9,False,False,USA
search_013362,user_00401,travel documentaries,2025-07-05,48,1,Tablet,33.9,False,True,Canada
search_013363,user_06967,travel documentaries,2024-08-13,32,,Smart TV,,False,False,USA
search_013364,user_05107,stand up comedy,2024-03-30,64,9,Tablet,14.7,False,True,Canada
search_013365,user_01685,movies based on true stories,2024-08-05,40,,Tablet,11.9,False,True,USA
search_013366,user_02521,thriller series,2025-06-26,65,,Tablet,30.7,False,True,USA
search_013367,user_03262,sci-fi,2025-10-27,60,,Laptop,20.6,False,False,Canada
search_013368,user_02403,true crime,2025-10-28,94,,Tablet,5.1,False,False,USA
search_013369,user_08407,true crime,2025-09-25,83,9,Laptop,30.6,False,False,USA
search_013370,user_05566,war movies,2025-06-26,1,2,Mobile,10.7,False,False,Canada
search_013371,user_06845,korean drama,2024-04-28,62,10,Mobile,39.0,False,False,USA
search_013372,user_08355,award winning documentaries,2024-10-27,34,3,Mobile,31.2,True,False,USA
search_013373,user_06304,new releases,2025-02-10,21,8,Mobile,24.0,False,False,USA
search_013374,user_07009,classic movies,2024-10-09,45,,Laptop,28.5,False,False,USA
search_013375,user_05670,drama series,2024-01-27,84,10,Smart TV,4.7,False,False,USA
search_013376,user_04634,drama series,2024-01-18,78,5,Mobile,6.9,True,True,USA
search_013377,user_06263,animated shows,2024-08-20,47,3,Smart TV,15.1,False,True,USA
search_013378,user_08791,thriller series,2024-04-11,41,9,Tablet,24.4,False,False,USA
search_013379,user_00957,cooking shows,2024-10-10,66,,Laptop,,False,False,USA
search_013380,user_07419,drama series,2024-09-15,29,,Smart TV,17.6,False,False,USA
search_013381,user_07181,short episodes under 30 minutes,2024-08-02,96,,Mobile,18.7,True,False,USA
search_013382,user_02007,comedy shows,2025-09-03,7,,Smart TV,16.1,False,False,USA
search_013383,user_05106,biographies,2024-06-06,2,10,Smart TV,1.8,False,True,USA
search_013384,user_08503,biographies,2025-08-22,84,7,Tablet,8.6,False,False,USA
search_013385,user_02943,documentaries,2025-06-17,77,,Mobile,15.6,False,False,Canada
search_013386,user_02146,korean drama,2024-09-26,20,1,Smart TV,29.8,False,False,USA
search_013387,user_09037,halloween movies,2024-04-29,11,,Laptop,7.1,False,False,USA
search_013388,user_04969,sci-fi,2025-11-04,38,10,Tablet,15.1,False,True,USA
search_013389,user_02561,thriller series,2024-10-28,33,,Mobile,7.6,False,False,USA
search_013390,user_03722,comedy shows,2024-03-10,69,,Mobile,23.0,False,False,Canada
search_013391,user_01976,war movies,2025-05-18,86,,Smart TV,42.8,False,True,Canada
search_013392,user_08257,documentaries,2024-03-27,53,,Tablet,9.9,False,False,USA
search_013393,user_02183,halloween movies,2024-11-23,8,,Tablet,32.8,False,False,Canada
search_013394,user_03106,sci-fi,2024-05-31,2,,Tablet,26.7,False,False,USA
search_013395,user_05409,sci-fi,2025-10-11,16,,Mobile,6.4,False,False,Canada
search_013396,user_04366,christmas movies,2024-10-08,94,9,Smart TV,37.6,False,False,USA
search_013397,user_04985,biographies,2025-09-23,31,4,Smart TV,43.4,True,False,USA
search_013398,user_05353,halloween movies,2025-08-08,55,1,Laptop,4.7,False,False,Canada
search_013399,user_04265,comedy shows,2025-08-20,64,,Laptop,24.4,True,False,USA
search_013400,user_09991,trending now,2025-12-27,76,1,Mobile,21.6,False,False,Canada
search_013401,user_06457,korean drama,2025-08-20,11,1,Tablet,,False,True,Canada
search_013402,user_00823,war movies,2025-04-13,86,,Laptop,10.2,True,False,Canada
search_013403,user_06270,drama series,2025-08-17,98,,Mobile,13.6,False,False,USA
search_013404,user_01566,korean drama,2025-05-28,11,10,Mobile,25.4,False,False,USA
search_013405,user_03613,music documentaries,2024-09-04,4,5,Mobile,48.6,False,False,USA
search_013406,user_05538,halloween movies,2024-04-30,16,2,Smart TV,12.3,False,False,USA
search_013407,user_02411,drama series,2024-02-19,36,4,Smart TV,19.7,True,False,USA
search_013408,user_07479,korean drama,2025-09-23,16,3,Laptop,9.6,False,False,Canada
search_013409,user_04527,trending now,2024-08-31,5,5,Smart TV,79.6,False,False,USA
search_013410,user_09390,short episodes under 30 minutes,2025-03-30,96,,Laptop,14.6,False,True,Canada
search_013411,user_08405,classic movies,2025-07-28,17,9,Tablet,2.2,False,False,USA
search_013412,user_05183,christmas movies,2025-06-23,35,,Smart TV,21.1,False,False,Canada
search_013413,user_06750,thriller series,2024-04-21,43,8,Laptop,68.0,True,True,USA
search_013414,user_00037,thriller series,2025-10-11,24,5,Tablet,4.2,False,False,Canada
search_013415,user_07910,romantic comedies,2025-07-14,59,,Laptop,5.9,False,False,USA
search_013416,user_00681,series with only one season,2025-05-11,83,10,Smart TV,12.5,False,False,USA
search_013417,user_03474,travel documentaries,2024-10-10,1,6,Tablet,5.2,False,False,USA
search_013418,user_06180,cooking shows,2024-12-07,35,,Smart TV,14.6,False,True,Canada
search_013419,user_03808,family movies,2024-05-03,71,,Smart TV,11.9,False,False,Canada
search_013420,user_08392,classic movies,2024-05-06,83,,Smart TV,27.3,False,False,Canada
search_013421,user_03603,true crime,2024-06-18,32,,Laptop,18.5,False,False,USA
search_013422,user_07207,short episodes under 30 minutes,2025-01-14,51,2,Mobile,5.8,False,False,USA
search_013423,user_04034,action movies,2025-03-21,18,8,Tablet,6.7,False,False,USA
search_013424,user_06031,travel documentaries,2025-03-14,65,8,Tablet,7.6,False,True,Canada
search_013425,user_04630,animated shows,2024-07-11,16,,Mobile,29.8,False,True,USA
search_013426,user_01175,animated shows,2025-03-28,89,,Mobile,8.6,False,False,USA
search_013427,user_05296,thriller series,2024-08-18,96,,Mobile,67.1,False,False,Canada
search_013428,user_01814,documentaries,2024-02-02,80,6,Smart TV,3.9,False,False,Canada
search_013429,user_01862,action movies,2024-09-25,85,,Laptop,16.3,False,False,USA
search_013430,user_00856,animated shows,2025-08-05,47,,Mobile,7.9,True,True,Canada
search_013431,user_03955,comedy shows,2025-04-06,18,6,Smart TV,10.7,False,True,Canada
search_013432,user_05689,animated shows,2025-01-24,78,5,Smart TV,11.1,False,False,Canada
search_013433,user_01111,sci-fi,2025-06-08,76,5,Tablet,70.2,False,False,USA
search_013434,user_03168,superhero movies,2024-09-30,90,7,Mobile,22.3,False,True,Canada
search_013435,user_01028,animated shows,2024-08-15,91,,Mobile,10.5,False,True,Canada
search_013436,user_08290,classic movies,2025-08-29,62,4,Laptop,20.9,False,False,USA
search_013437,user_03998,travel documentaries,2025-09-17,17,8,Tablet,4.5,False,False,USA
search_013438,user_06273,family movies,2024-05-13,39,,Smart TV,68.7,True,False,Canada
search_013439,user_06962,halloween movies,2024-05-19,76,,Laptop,34.5,False,False,Canada
search_013440,user_07130,animated shows,2024-04-02,59,,Laptop,8.5,False,False,USA
search_013441,user_09675,action movies,2024-12-10,60,3,Tablet,33.0,False,True,USA
search_013442,user_04969,war movies,2025-03-21,95,,Tablet,23.8,False,False,Canada
search_013443,user_04634,documentaries,2025-07-18,99,5,Mobile,7.1,False,True,USA
search_013444,user_01544,true crime,2025-10-11,61,9,Smart TV,45.3,False,False,USA
search_013445,user_03380,horror movies,2024-02-04,24,,Laptop,13.4,False,False,USA
search_013446,user_01118,horror movies,2025-09-05,83,5,Smart TV,18.8,False,False,USA
search_013447,user_07077,travel documentaries,2024-04-14,41,2,Laptop,16.4,True,False,Canada
search_013448,user_06528,sci-fi,2025-12-16,24,2,Smart TV,7.8,False,False,Canada
search_013449,user_01088,superhero movies,2025-01-01,59,,Laptop,13.3,False,False,USA
search_013450,user_02783,thriller series,2024-12-22,94,4,Tablet,17.0,False,True,Canada
search_013451,user_00918,trending now,2024-02-11,60,7,Laptop,4.6,False,False,Canada
search_013452,user_08788,horror movies,2024-03-12,72,,Tablet,44.3,False,False,USA
search_013453,user_06139,travel documentaries,2025-07-17,4,,Mobile,25.9,False,False,USA
search_013454,user_08532,family movies,2025-05-12,50,4,Tablet,10.1,False,True,USA
search_013455,user_06768,biographies,2025-09-30,81,,Laptop,24.0,False,False,USA
search_013456,user_07847,sci-fi,2025-03-13,20,,Laptop,24.3,False,False,USA
search_013457,user_04106,action movies,2025-05-20,21,,Smart TV,22.6,False,True,Canada
search_013458,user_06168,true crime,2024-04-21,7,,Mobile,16.8,False,False,USA
search_013459,user_03613,movies like stranger things,2024-07-14,67,2,Smart TV,,False,False,USA
search_013460,user_00772,horror movies,2024-03-26,64,7,Tablet,36.2,False,False,USA
search_013461,user_03199,animated shows,2025-03-25,17,,Mobile,17.3,False,True,USA
search_013462,user_09391,travel documentaries,2024-01-09,64,6,Laptop,48.3,False,False,Canada
search_013463,user_05142,short episodes under 30 minutes,2024-02-20,42,8,Mobile,20.8,True,False,USA
search_013464,user_07809,series with only one season,2025-12-30,62,2,Mobile,13.9,False,False,Canada
search_013465,user_04341,family movies,2024-12-16,86,,Smart TV,48.5,True,False,USA
search_013466,user_06438,stand up comedy,2024-07-16,98,,Mobile,4.3,False,False,USA
search_013467,user_08241,korean drama,2025-05-28,54,,Tablet,39.4,False,False,USA
search_013468,user_02107,action movies,2025-11-11,93,6,Tablet,57.8,False,False,USA
search_013469,user_01195,documentaries,2025-04-29,96,9,Laptop,3.4,False,True,Canada
search_013470,user_02000,true crime,2024-05-26,95,,Tablet,35.1,False,True,Canada
search_013471,user_06225,horror movies,2024-02-05,69,2,Laptop,20.0,False,False,USA
search_013472,user_05642,sci-fi,2024-02-20,46,,Tablet,18.1,False,False,USA
search_013473,user_08123,music documentaries,2025-08-11,39,2,Smart TV,8.1,False,False,USA
search_013474,user_08416,thriller series,2025-10-26,74,3,Laptop,26.3,False,False,USA
search_013475,user_01928,classic movies,2024-06-18,71,,Laptop,36.6,False,True,USA
search_013476,user_04695,music documentaries,2025-06-13,30,7,Smart TV,5.7,False,False,USA
search_013477,user_00352,netflix originals,2025-08-22,44,5,Mobile,28.4,False,False,Canada
search_013478,user_00402,new releases,2024-12-04,46,5,Smart TV,43.4,False,False,USA
search_013479,user_01729,documentaries,2025-09-11,12,,Mobile,13.7,False,False,Canada
search_013480,user_00695,biographies,2024-12-18,82,4,Tablet,3.0,False,False,USA
search_013481,user_07336,music documentaries,2024-09-01,75,7,Tablet,20.9,False,False,USA
search_013482,user_08200,documentaries,2024-12-12,77,,Laptop,9.2,True,True,USA
search_013483,user_02129,biographies,2024-05-19,10,3,Mobile,15.8,True,True,USA
search_013484,user_02237,award winning documentaries,2024-12-05,73,4,Laptop,27.2,False,False,USA
search_013485,user_00716,cooking shows,2024-09-03,60,,Tablet,12.1,False,False,USA
search_013486,user_08578,biographies,2024-09-17,2,,Tablet,17.6,True,False,USA
search_013487,user_00657,short episodes under 30 minutes,2025-02-23,53,,Laptop,35.9,False,False,USA
search_013488,user_09046,animated shows,2025-05-20,17,,Laptop,7.2,False,False,Canada
search_013489,user_08606,animated shows,2025-11-14,46,,Smart TV,63.4,False,False,Canada
search_013490,user_06092,animated shows,2024-03-18,75,10,Tablet,17.2,False,False,Canada
search_013491,user_08252,drama series,2024-09-12,90,2,Mobile,18.8,False,True,Canada
search_013492,user_00284,shows with strong female leads,2024-09-01,52,,Mobile,11.5,False,False,USA
search_013493,user_04444,war movies,2024-05-23,4,,Laptop,17.7,False,False,Canada
search_013494,user_04237,drama series,2025-09-21,51,,Mobile,7.1,False,False,USA
search_013495,user_07068,war movies,2024-10-14,47,,Tablet,20.4,False,False,Canada
search_013496,user_09624,action movies,2025-02-04,53,,Laptop,14.7,False,True,USA
search_013497,user_07564,music documentaries,2024-02-06,58,,Smart TV,,False,True,USA
search_013498,user_04379,family movies,2024-05-03,53,7,Tablet,21.1,True,False,USA
search_013499,user_04442,stand up comedy,2025-05-06,19,8,Smart TV,4.4,False,True,Canada
search_013500,user_05665,new releases,2025-04-30,15,,Smart TV,10.7,False,False,Canada
search_013501,user_06972,travel documentaries,2024-11-13,41,,Tablet,,False,False,Canada
search_013502,user_01464,animated shows,2025-05-02,49,4,Laptop,,False,False,USA
search_013503,user_00440,comedy shows,2025-06-14,87,,Tablet,64.3,False,False,USA
search_013504,user_07171,war movies,2025-09-08,100,,Smart TV,0.4,False,False,USA
search_013505,user_07611,romantic comedies,2025-06-05,83,4,Tablet,7.3,True,False,USA
search_013506,user_08361,music documentaries,2024-04-28,32,7,Laptop,4.1,False,False,USA
search_013507,user_06424,war movies,2024-09-30,72,5,Mobile,12.7,False,False,USA
search_013508,user_01028,travel documentaries,2024-11-30,50,,Tablet,50.5,True,True,USA
search_013509,user_06415,documentaries,2025-05-13,60,10,Mobile,8.1,False,False,Canada
search_013510,user_04310,sci-fi,2025-08-06,91,,Smart TV,26.0,False,False,USA
search_013511,user_00239,horror movies,2025-09-05,21,,Laptop,1.2,False,False,Canada
search_013512,user_07862,family movies,2025-09-03,94,1,Tablet,32.6,False,False,USA
search_013513,user_07350,war movies,2025-12-01,94,10,Tablet,,False,False,Canada
search_013514,user_07839,award winning documentaries,2025-09-09,35,,Laptop,26.6,False,True,USA
search_013515,user_03112,war movies,2025-08-27,80,,Mobile,5.4,False,False,USA
search_013516,user_01497,shows with strong female leads,2025-03-26,83,,Laptop,15.8,False,False,USA
search_013517,user_00598,superhero movies,2025-09-12,70,,Tablet,50.9,False,False,Canada
search_013518,user_01241,true crime,2024-03-22,30,,Smart TV,19.9,False,False,USA
search_013519,user_07213,documentaries,2025-07-28,12,1,Mobile,30.2,False,False,USA
search_013520,user_06547,sci-fi,2025-07-14,100,,Smart TV,8.6,False,False,Canada
search_013521,user_04469,best movies 2024,2025-01-27,49,10,Mobile,22.6,False,False,USA
search_013522,user_08546,series with only one season,2025-12-16,91,,Tablet,33.1,False,False,USA
search_013523,user_01894,korean drama,2025-03-19,86,6,Mobile,6.4,False,False,USA
search_013524,user_01556,stand up comedy,2024-04-01,43,,Laptop,42.3,True,False,USA
search_013525,user_04645,new releases,2025-06-07,71,5,Smart TV,37.9,False,True,USA
search_013526,user_02898,short episodes under 30 minutes,2024-10-14,58,,Laptop,19.9,False,False,USA
search_013527,user_06572,new releases,2025-04-21,93,7,Tablet,30.1,False,False,USA
search_013528,user_04984,stand up comedy,2024-06-01,95,,Tablet,9.1,True,False,USA
search_013529,user_09819,animated shows,2025-04-10,98,,Smart TV,11.8,False,False,USA
search_013530,user_02149,best movies 2024,2025-08-15,81,,Tablet,7.7,False,True,USA
search_013531,user_00374,family movies,2025-12-13,98,6,Smart TV,4.2,False,False,Canada
search_013532,user_07975,war movies,2025-03-02,96,7,Tablet,42.8,False,False,Canada
search_013533,user_08911,best movies 2024,2025-09-14,73,,Laptop,11.4,False,False,Canada
search_013534,user_09702,romantic comedies,2025-10-29,68,9,Smart TV,,False,False,USA
search_013535,user_04427,sci-fi,2024-04-03,11,,Smart TV,14.6,False,False,USA
search_013536,user_07240,music documentaries,2025-03-19,89,,Smart TV,51.3,False,False,Canada
search_013537,user_03328,christmas movies,2025-08-12,15,,Tablet,69.7,False,False,Canada
search_013538,user_08211,biographies,2025-09-13,64,1,Tablet,3.0,False,True,USA
search_013539,user_06378,halloween movies,2024-12-18,54,2,Laptop,21.5,False,False,USA
search_013540,user_03497,documentaries,2025-08-13,26,5,Tablet,8.3,True,False,USA
search_013541,user_07695,music documentaries,2025-03-19,78,3,Laptop,8.2,False,False,USA
search_013542,user_04774,music documentaries,2024-07-06,55,6,Smart TV,20.6,True,True,USA
search_013543,user_01228,trending now,2025-05-19,62,6,Mobile,16.1,False,True,Canada
search_013544,user_09513,classic movies,2025-01-18,32,6,Laptop,5.4,False,True,Canada
search_013545,user_06621,series with only one season,2024-09-20,73,2,Mobile,30.4,False,False,Canada
search_013546,user_06465,new releases,2025-02-09,62,,Mobile,10.7,False,False,USA
search_013547,user_04843,sci-fi,2025-10-15,1,,Smart TV,11.9,False,False,USA
search_013548,user_03764,romantic comedies,2024-03-23,88,,Mobile,8.4,False,False,USA
search_013549,user_04756,action movies,2025-06-03,45,7,Mobile,22.9,False,True,USA
search_013550,user_07912,movies based on true stories,2025-12-09,70,3,Tablet,3.3,False,False,USA
search_013551,user_06630,christmas movies,2024-01-15,24,6,Tablet,19.3,False,False,Canada
search_013552,user_05007,war movies,2024-11-16,31,5,Mobile,10.7,False,True,USA
search_013553,user_00196,romantic comedies,2025-03-24,11,,Smart TV,8.2,False,False,USA
